Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19,Coluna 20,Coluna 21,Coluna 22,Coluna 23,Coluna 24,Coluna 25,Coluna 26,Coluna 27,Coluna 28,Coluna 29,Coluna 30,Coluna 31,Coluna 32,Coluna 33,Coluna 34,Coluna 35,Coluna 36,Coluna 37,Coluna 38,Coluna 39,Coluna 40,Coluna 41,Coluna 42,Coluna 43,Coluna 44,Coluna 45,Coluna 46,Coluna 47,Coluna 48,Coluna 49,Coluna 50,Coluna 51,Coluna 52,Coluna 53,Coluna 54,Coluna 55,Coluna 56,Coluna 57,Coluna 58,Coluna 59,Coluna 60,Coluna 61,Coluna 62,Coluna 63,Coluna 64,Coluna 65,Coluna 66,Coluna 67,Coluna 68,Coluna 69,Coluna 70,Coluna 71,Coluna 72,Coluna 73,Coluna 74,Coluna 75,Coluna 76,Coluna 77,Coluna 78,Coluna 79,Coluna 80,Coluna 81,Coluna 82,Coluna 83,Coluna 84,Coluna 85,Coluna 86,Coluna 87,Coluna 88,Coluna 89,Coluna 90,Coluna 91,Coluna 92,Coluna 93,Coluna 94,Coluna 95,Coluna 96,Coluna 97,Coluna 98,Coluna 99,Coluna 100
D152Y5,548,01/06/2023,QUI,2,5,4,2,2,2,2,2,2,2,2,2,2,5,3,3,2,6,3,10,4,4,8,2,4,3,5,2,8,4,9,5,10,5,8,7,4,7,6,3,10,5,4,5,2,6,10,5,6,6,7,8,3,3,7,4,7,2,9,5,4,4,3,2,7,6,6,10,6,4,5,5,6,4,7,2,10,2,3,2,10,8,2,2,7,3,5,2,3,7,7,2,10,2,9,5
D153Y5,1095,02/06/2023,SEX,2,5,2,2,2,2,2,2,2,2,2,2,2,9,9,5,5,3,7,5,3,2,5,4,2,6,5,7,9,9,2,6,8,10,2,2,5,9,6,2,9,2,6,5,3,8,10,5,3,5,5,10,4,3,10,4,8,2,6,7,4,2,9,8,4,6,4,8,6,5,6,8,4,9,3,9,4,3,5,6,3,9,4,4,9,6,4,5,8,2,2,2,5,3,6,3
D154Y5,801,03/06/2023,SÁB,5,4,4,2,2,2,2,2,2,2,2,2,2,10,7,5,5,5,3,3,9,7,3,5,7,9,8,6,5,5,7,9,7,9,3,8,7,4,4,8,6,6,3,7,7,8,6,6,8,4,4,5,4,3,5,10,7,5,4,10,2,8,5,5,2,8,4,6,5,5,5,5,4,2,4,5,9,7,4,10,7,4,9,9,5,4,7,3,6,3,4,8,6,2,3,7
D155Y5,584,04/06/2023,DOM,5,3,5,2,2,2,2,2,2,2,2,2,2,10,9,6,9,9,6,5,8,4,8,5,6,2,8,3,7,9,10,4,3,8,5,9,9,7,5,5,3,4,10,8,9,9,3,3,5,6,4,7,3,10,2,7,8,10,7,6,10,5,3,7,6,9,2,5,7,9,3,9,8,10,2,3,8,4,10,8,7,3,10,8,6,7,9,8,7,9,7,4,10,2,4,5
D156Y5,1047,05/06/2023,SEG,5,3,4,2,2,2,2,2,2,2,2,2,2,8,2,6,8,10,6,8,10,9,8,9,6,8,8,7,3,10,10,10,8,7,7,2,8,5,6,3,10,6,5,3,2,2,5,10,9,8,10,7,8,5,7,7,9,2,5,2,10,4,2,9,2,3,7,7,10,7,4,6,3,4,5,9,8,6,8,9,9,8,4,5,4,7,8,2,5,10,4,6,4,10,9,10
D157Y5,945,06/06/2023,TER,5,2,2,2,2,2,2,2,2,2,2,2,2,7,6,8,6,3,2,4,2,3,10,7,5,6,4,7,3,8,2,10,6,7,9,2,10,9,7,9,4,10,8,4,6,8,9,10,7,7,2,10,2,5,5,6,10,7,4,4,7,6,10,3,9,2,10,10,5,7,2,2,4,10,10,9,4,7,7,4,3,10,3,4,8,3,8,5,9,7,10,8,5,10,5,3
D158Y5,1176,07/06/2023,QUA,5,4,3,2,2,2,2,2,2,2,2,2,2,3,6,5,3,4,3,3,4,6,7,9,2,7,10,6,10,9,4,5,4,6,9,4,7,5,4,7,3,4,7,6,4,10,10,5,8,5,8,4,8,6,4,2,10,3,5,4,9,8,2,4,3,10,4,2,7,4,6,5,3,8,7,7,3,9,10,5,7,9,2,9,3,7,10,5,5,6,9,5,5,2,3,2
D159Y5,1009,08/06/2023,QUI,3,3,4,2,2,2,2,2,2,2,2,2,2,2,7,5,7,9,4,9,7,6,9,4,4,7,4,6,8,3,8,8,4,6,4,10,6,8,3,5,4,9,7,6,2,7,4,9,2,8,5,10,4,4,4,3,8,10,5,8,7,2,4,8,3,2,4,4,2,6,4,5,3,7,6,3,3,5,3,4,3,8,5,2,6,10,4,7,6,9,5,5,7,3,10,3
D160Y5,1068,09/06/2023,SEX,4,3,3,2,2,2,2,2,2,2,2,2,2,10,5,4,2,6,2,8,4,8,7,8,7,8,7,6,8,2,4,10,8,8,8,7,10,9,10,4,2,3,2,4,9,10,7,3,6,5,5,2,6,7,10,8,3,6,10,6,2,8,7,2,10,8,2,5,2,8,4,6,3,3,9,5,9,9,7,8,7,7,3,9,7,4,7,2,5,2,7,7,7,7,10,4
D161Y5,1085,10/06/2023,SÁB,4,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,6,6,4,7,9,7,3,9,3,3,9,8,7,9,5,5,4,5,2,2,4,8,9,10,10,10,10,6,4,5,8,10,8,6,3,6,9,7,8,10,9,8,6,8,2,4,8,6,6,4,8,4,8,2,6,9,2,8,7,10,3,10,7,9,6,10,7,3,10,5,6,9,5,6,4,3,4,5,8
D162Y5,588,11/06/2023,DOM,2,5,4,2,2,2,2,2,2,2,2,2,2,8,10,7,5,8,10,6,4,6,10,6,3,10,2,2,4,3,4,9,5,10,9,7,4,5,9,4,8,6,8,9,8,10,9,4,5,8,3,2,5,4,4,3,2,8,7,5,4,5,8,2,3,9,2,9,10,6,5,10,2,8,4,5,7,4,5,10,4,7,9,6,4,3,2,4,8,7,7,8,6,8,2,7
D163Y5,583,12/06/2023,SEG,5,5,2,2,2,2,2,2,2,2,2,2,2,9,5,10,5,8,10,5,2,4,4,3,9,8,9,3,9,4,7,7,6,7,10,4,7,2,8,10,9,4,6,6,7,7,2,9,7,6,5,5,5,9,10,10,10,6,7,4,9,6,7,8,3,5,4,7,3,9,5,8,8,7,3,6,4,6,2,3,3,6,6,5,7,5,3,4,10,6,5,8,8,8,4,3
D164Y5,651,13/06/2023,TER,2,4,5,2,2,2,2,2,2,2,2,2,2,3,2,3,8,9,7,3,5,7,10,6,8,10,10,5,8,10,9,6,4,10,9,10,2,10,4,6,6,10,3,2,9,5,8,8,9,4,5,8,9,2,10,10,6,10,8,3,5,8,5,10,6,4,9,5,6,10,10,6,5,9,3,5,4,7,6,3,7,3,9,5,4,4,10,6,5,6,8,6,5,8,5,4
D165Y5,1032,14/06/2023,QUA,4,3,3,2,2,2,2,2,2,2,2,2,2,10,5,5,7,6,4,7,5,7,4,10,7,9,10,7,9,6,9,4,10,10,4,4,9,3,3,7,3,4,5,3,10,5,8,7,3,2,4,10,5,5,5,2,3,7,10,6,4,4,2,7,2,6,4,6,6,5,9,4,9,10,7,5,4,9,4,5,2,8,3,2,9,7,7,2,5,6,7,4,7,10,6,7
D166Y5,623,15/06/2023,QUI,3,4,4,2,2,2,2,2,2,2,2,2,2,10,10,6,10,9,7,9,2,2,4,9,10,10,8,10,5,5,7,10,7,9,2,8,9,3,7,8,10,2,8,6,6,10,6,7,10,5,9,10,5,6,7,4,3,5,10,5,3,7,6,5,10,5,3,2,5,5,5,5,10,6,4,10,7,10,4,8,2,7,3,9,8,9,10,3,10,5,4,3,7,3,4,8
D167Y5,593,16/06/2023,SEX,4,5,4,2,2,2,2,2,2,2,2,2,2,6,9,4,4,6,6,10,10,4,8,6,9,5,3,10,5,4,4,8,7,9,6,10,3,4,6,3,5,6,5,8,6,9,10,10,5,9,10,4,8,10,4,7,8,9,7,2,5,4,3,10,6,8,8,10,5,5,5,8,7,4,2,2,4,9,10,9,9,5,4,10,2,8,5,10,6,3,10,7,3,8,8,10
D168Y5,868,17/06/2023,SÁB,3,4,4,2,2,2,2,2,2,2,2,2,2,7,9,10,4,8,6,8,9,2,3,5,6,7,3,2,8,6,2,2,5,2,2,10,7,10,8,8,6,9,8,5,5,9,9,9,6,8,2,8,8,6,10,6,7,6,10,8,2,4,6,4,9,7,2,3,6,9,4,2,4,7,9,9,5,10,7,6,6,5,2,6,4,10,5,2,2,3,9,3,6,2,3,10
D169Y5,914,18/06/2023,DOM,2,5,4,2,2,2,2,2,2,2,2,2,2,10,8,10,5,8,8,8,5,7,2,8,8,4,5,3,5,6,9,2,3,9,5,2,9,9,3,6,10,7,6,4,2,4,4,2,4,5,3,8,9,4,8,7,10,7,2,2,4,5,9,10,8,10,6,9,6,7,8,9,8,9,6,7,4,4,2,2,2,4,2,8,4,4,10,2,9,8,3,10,8,9,6,7
D170Y5,1063,19/06/2023,SEG,3,3,4,2,2,2,2,2,2,2,2,2,2,3,2,3,6,8,6,5,4,2,7,2,5,7,8,4,4,10,4,2,8,2,8,5,9,8,3,6,10,2,7,3,9,4,8,6,8,10,8,7,3,7,3,3,7,4,4,9,9,8,7,10,3,4,8,10,8,8,8,5,4,7,4,7,8,7,3,10,5,6,5,6,4,8,10,3,9,5,6,5,9,3,7,3
D171Y5,1176,20/06/2023,TER,5,5,3,2,2,2,2,2,2,2,2,2,2,6,5,10,10,7,10,5,9,4,7,4,9,8,9,7,9,2,3,9,6,4,6,9,4,4,7,2,3,9,8,3,3,3,5,4,8,2,3,9,10,7,9,10,2,6,4,3,6,5,6,2,9,9,3,6,6,10,2,2,5,9,3,5,8,5,8,4,10,2,9,8,4,4,7,4,3,6,7,10,6,6,2,8
D172Y5,1039,21/06/2023,QUA,3,3,3,2,2,2,2,2,2,2,2,2,2,4,5,8,7,8,9,6,5,2,3,2,2,9,5,9,8,7,6,6,7,6,10,7,10,8,4,5,8,7,7,6,10,3,6,6,5,4,10,4,5,10,2,3,9,10,8,4,6,9,10,10,3,7,2,9,7,7,7,10,5,7,10,10,10,2,2,7,7,10,10,2,10,9,9,4,9,8,8,5,7,3,2,9
D173Y5,1056,22/06/2023,QUI,3,2,4,2,2,2,2,2,2,2,2,2,2,10,10,3,9,6,10,3,5,8,7,7,7,10,5,4,9,2,7,9,2,5,3,6,5,2,7,3,8,5,8,3,2,4,6,9,9,2,10,9,6,4,9,9,2,7,4,8,3,4,5,6,7,3,7,9,8,7,6,5,6,9,9,5,8,6,5,3,8,10,7,9,8,3,8,10,2,10,9,7,7,8,6,7
D174Y5,921,23/06/2023,SEX,5,4,3,2,2,2,2,2,2,2,2,2,2,6,9,4,8,8,6,7,2,3,4,4,8,3,7,3,2,2,4,9,8,9,8,4,8,5,4,9,7,9,3,5,5,3,4,10,5,5,8,8,8,3,3,8,2,2,7,2,7,2,5,7,3,9,4,2,8,10,2,7,2,10,9,2,2,9,3,10,2,5,2,3,4,7,5,7,5,2,8,10,7,3,7,8
D175Y5,566,24/06/2023,SÁB,3,2,2,2,2,2,2,2,2,2,2,2,2,10,4,7,10,9,9,8,6,2,10,6,10,2,6,2,4,10,3,3,10,7,9,6,7,10,8,4,9,2,8,9,2,8,4,7,3,8,8,9,7,10,8,4,10,7,4,6,4,4,4,4,7,9,2,2,9,5,5,9,5,2,2,7,4,9,8,8,9,3,8,3,8,4,2,10,5,8,5,10,10,4,5,2
D176Y5,1076,25/06/2023,DOM,3,5,4,2,2,2,2,2,2,2,2,2,2,5,9,8,10,7,9,8,8,10,7,10,3,2,3,4,3,3,8,9,10,8,8,9,5,7,7,5,4,7,4,9,9,5,10,7,6,8,3,7,7,8,6,7,6,8,9,9,8,3,3,4,8,10,6,9,3,5,7,3,9,8,7,7,7,8,3,5,5,8,2,9,10,3,9,9,10,8,9,8,4,4,4,10
D177Y5,665,26/06/2023,SEG,3,2,4,2,2,2,2,2,2,2,2,2,2,6,9,7,6,3,4,4,7,4,9,6,2,6,3,9,4,7,2,9,9,9,10,6,8,3,4,9,3,5,2,2,4,7,6,10,3,5,5,9,9,5,6,10,7,6,8,4,2,9,8,10,3,2,8,10,7,7,7,4,2,10,3,10,5,7,5,8,7,6,2,5,7,9,7,2,9,4,2,8,5,5,3,5
D178Y5,747,27/06/2023,TER,3,5,5,2,2,2,2,2,2,2,2,2,2,7,9,8,3,9,7,6,5,2,3,8,3,7,2,10,2,6,7,3,6,6,4,4,3,6,5,5,10,2,3,6,8,7,3,2,6,10,6,2,9,3,8,9,6,8,2,9,3,7,9,10,9,3,9,10,7,10,9,3,9,5,10,6,5,9,7,10,10,2,4,10,6,7,8,6,10,7,7,10,8,3,6,5
D179Y5,970,28/06/2023,QUA,2,5,2,2,2,2,2,2,2,2,2,2,2,5,9,8,7,7,2,3,3,7,6,5,6,5,2,9,9,5,7,4,4,10,6,4,8,6,5,4,6,4,10,3,4,2,3,8,5,8,8,10,9,7,4,5,7,9,4,5,6,8,2,7,6,10,4,7,2,5,5,2,2,6,5,7,10,9,8,8,7,5,10,3,10,3,4,10,6,3,3,3,6,9,5,5
D180Y5,829,29/06/2023,QUI,4,3,2,2,2,2,2,2,2,2,2,2,2,6,10,9,7,8,2,10,6,9,7,4,9,10,3,3,5,7,4,3,5,8,10,3,3,7,7,6,10,8,5,4,10,2,10,3,10,9,8,2,7,4,2,6,3,2,3,3,10,5,5,6,9,5,9,8,5,5,5,3,6,8,2,7,4,5,6,10,4,5,4,6,10,7,4,8,10,4,3,8,10,5,10,5
D181Y5,839,30/06/2023,SEX,2,5,5,2,2,2,2,2,2,2,2,2,2,4,3,10,9,6,5,7,3,8,5,5,10,5,6,8,6,10,6,8,9,10,3,10,8,4,10,7,5,10,6,7,8,10,9,8,2,4,7,6,9,5,4,9,3,9,4,2,10,7,10,9,2,4,4,7,5,7,6,10,5,9,10,2,2,6,6,6,5,9,2,4,10,4,6,6,3,6,6,3,9,9,4,7
D182Y5,997,01/07/2023,SÁB,2,2,3,2,2,2,2,2,2,2,2,2,2,7,3,6,5,7,2,2,8,8,6,7,7,8,4,7,5,10,9,6,3,10,10,3,8,9,6,3,2,6,6,3,2,10,9,5,10,3,3,7,3,4,10,4,10,8,3,7,2,6,3,6,5,4,5,8,4,2,9,10,8,9,3,9,5,8,8,2,5,9,4,6,3,9,10,8,9,5,8,8,7,4,2,7
D183Y5,732,02/07/2023,DOM,4,4,5,2,2,2,2,2,2,2,2,2,2,9,5,9,9,5,6,10,9,8,7,4,8,8,3,4,8,9,8,9,6,10,7,4,9,3,10,9,4,4,10,10,9,10,5,3,3,9,8,2,3,10,7,3,2,7,6,6,10,6,8,8,10,4,9,5,7,7,2,7,7,8,6,4,5,4,4,6,8,9,3,6,3,5,6,7,5,7,3,7,9,2,6,9
D184Y5,696,03/07/2023,SEG,5,5,2,2,2,2,2,2,2,2,2,2,2,3,2,6,9,10,10,7,10,4,8,6,3,5,8,2,9,3,8,7,3,5,10,9,8,9,6,8,7,7,2,4,8,9,3,10,8,9,10,9,10,9,7,7,3,5,7,4,5,9,6,6,5,6,9,6,7,5,5,10,4,10,2,6,9,6,10,3,10,5,2,9,2,7,9,4,3,5,2,3,6,8,3,5
D185Y5,747,04/07/2023,TER,5,3,2,2,2,2,2,2,2,2,2,2,2,7,3,2,2,7,6,9,7,10,3,9,5,6,9,9,4,7,10,7,9,7,8,3,7,5,6,6,3,3,10,6,8,6,4,6,3,4,8,3,9,7,3,9,6,6,4,4,7,6,7,6,5,4,8,7,10,2,4,10,8,6,6,10,8,7,7,7,2,6,10,6,2,7,2,3,4,5,4,9,9,2,10,7
D186Y5,845,05/07/2023,QUA,3,3,3,2,2,2,2,2,2,2,2,2,2,3,9,7,4,6,2,6,5,6,8,2,2,8,4,10,10,8,7,3,2,2,6,6,7,4,5,3,9,8,8,5,9,8,2,6,5,5,3,5,5,2,5,10,4,4,3,2,6,4,2,5,6,7,4,4,5,6,2,2,4,9,9,8,3,8,9,9,5,9,10,6,3,3,4,8,8,6,6,7,10,6,2,8
D187Y5,546,06/07/2023,QUI,3,4,5,2,2,2,2,2,2,2,2,2,2,5,4,5,7,6,3,7,9,3,2,6,9,2,6,4,9,7,2,4,9,10,3,2,5,3,2,7,2,6,4,5,4,3,4,8,7,2,5,5,8,5,5,2,5,2,8,6,3,8,9,8,10,9,2,7,9,2,7,10,6,8,5,4,8,10,9,2,6,5,10,3,10,10,10,6,5,2,5,6,7,4,7,3
D188Y5,664,07/07/2023,SEX,5,3,4,2,2,2,2,2,2,2,2,2,2,9,3,6,5,4,7,10,3,5,5,2,10,10,4,9,4,4,3,4,5,8,9,6,6,5,2,10,5,3,4,5,8,10,4,4,5,2,8,2,4,7,10,10,5,7,4,8,7,5,7,10,10,2,2,3,9,7,4,10,4,9,3,7,2,9,2,7,7,7,8,10,7,7,3,3,9,6,9,7,10,3,10,8
D189Y5,733,08/07/2023,SÁB,2,5,4,2,2,2,2,2,2,2,2,2,2,9,8,9,5,2,2,4,7,8,5,10,7,4,5,10,6,6,6,3,6,4,3,10,3,9,4,8,8,2,3,4,9,2,9,2,4,2,5,2,6,2,4,2,4,8,6,3,8,4,2,9,10,9,2,6,8,2,5,9,4,10,3,6,9,5,7,5,10,6,9,8,9,4,8,7,3,7,8,10,3,2,6,6
D190Y5,640,09/07/2023,DOM,5,2,5,2,2,2,2,2,2,2,2,2,2,5,9,10,2,9,3,6,3,10,4,4,10,4,4,6,2,3,9,10,9,5,2,6,7,7,7,3,2,8,2,2,6,9,3,10,4,6,8,6,7,6,2,3,2,2,3,8,3,10,3,8,3,5,2,4,2,5,10,10,4,9,4,9,6,5,4,3,5,3,3,6,2,8,9,5,8,6,10,9,8,10,4,9
D191Y5,1011,10/07/2023,SEG,4,3,5,2,2,2,2,2,2,2,2,2,2,10,7,8,7,10,5,6,10,2,5,9,10,5,9,10,7,5,7,2,3,7,7,8,10,7,8,2,8,4,5,2,3,4,8,5,9,8,9,10,3,9,3,7,8,10,8,10,3,10,5,5,8,2,5,6,9,2,7,10,5,8,4,10,3,5,10,8,3,8,10,5,5,3,10,6,5,2,2,9,9,6,8,10
D192Y5,529,11/07/2023,TER,5,2,5,2,2,2,2,2,2,2,2,2,2,3,2,7,7,10,4,3,3,10,5,10,6,8,10,7,6,8,4,8,9,3,8,2,8,5,5,6,6,4,5,6,5,7,10,10,3,5,4,4,5,9,4,9,9,7,5,3,8,6,2,10,10,2,6,4,6,7,6,5,10,9,10,7,5,9,6,4,7,6,5,6,8,7,8,3,10,6,7,7,2,8,6,3
D193Y5,1102,12/07/2023,QUA,5,5,5,2,2,2,2,2,2,2,2,2,2,9,9,9,10,8,6,3,2,2,9,8,8,4,7,6,5,9,4,10,5,9,8,4,6,2,8,7,3,9,4,6,9,4,4,7,3,3,10,9,4,2,6,3,2,8,10,6,8,5,6,4,10,9,10,7,10,3,6,7,4,4,6,9,6,5,5,5,9,8,9,10,8,2,2,2,9,6,9,9,2,6,3,7
D194Y5,744,13/07/2023,QUI,4,2,2,2,2,2,2,2,2,2,2,2,2,2,7,8,2,7,2,5,2,4,10,10,9,7,8,2,5,10,3,9,4,7,7,5,4,6,7,6,6,6,8,2,3,2,10,6,10,2,8,10,10,9,7,2,3,4,10,3,2,7,9,6,4,5,6,9,5,6,9,8,8,2,5,5,6,2,5,6,9,6,8,9,8,3,3,5,9,3,9,2,5,4,7,10
D195Y5,557,14/07/2023,SEX,3,2,5,2,2,2,2,2,2,2,2,2,2,4,2,3,10,2,7,6,6,7,2,4,7,3,8,9,3,7,10,4,9,5,7,3,2,10,6,7,4,2,9,8,7,2,5,4,2,9,4,3,3,3,3,3,4,5,5,8,9,2,10,2,10,6,4,7,8,10,9,10,10,2,2,5,9,10,2,9,3,7,7,10,5,10,7,2,7,2,5,4,10,8,9,8
D196Y5,1067,15/07/2023,SÁB,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,8,8,2,10,7,5,3,3,6,5,2,6,3,10,7,4,6,6,10,2,6,6,5,2,10,5,3,7,8,3,7,10,4,2,7,10,3,4,8,8,10,4,5,7,10,9,2,10,8,6,7,10,4,10,9,4,10,7,8,2,3,7,7,10,10,8,4,6,2,5,4,7,2,7,9,2,9,2,3,2,6
D197Y5,663,16/07/2023,DOM,3,2,3,2,2,2,2,2,2,2,2,2,2,2,5,5,2,6,3,6,6,7,8,3,5,4,8,2,5,9,8,8,4,4,10,2,6,6,5,4,7,6,4,9,10,8,3,6,4,5,8,5,3,8,8,10,6,3,8,10,8,2,8,5,5,3,7,3,4,2,8,10,5,7,9,4,4,4,5,3,2,2,4,6,3,6,6,2,5,10,10,4,4,10,7,4
D198Y5,832,17/07/2023,SEG,3,5,4,2,2,2,2,2,2,2,2,2,2,6,5,8,4,2,4,4,6,6,8,10,4,7,8,8,7,4,3,8,6,10,2,3,2,3,5,6,5,3,4,2,8,9,10,9,8,2,8,6,10,5,7,10,6,5,6,2,3,3,10,2,8,3,4,8,6,2,5,5,5,5,2,5,9,6,6,10,9,8,3,7,7,8,3,7,3,2,5,3,9,4,10,7
D199Y5,1145,18/07/2023,TER,2,3,4,2,2,2,2,2,2,2,2,2,2,5,9,8,2,4,10,7,7,8,9,9,2,9,4,2,2,7,4,4,9,3,2,4,8,2,5,2,2,5,8,8,4,8,10,10,5,7,6,5,6,9,3,4,3,5,4,7,4,5,6,2,5,4,9,2,5,9,6,8,4,2,4,8,5,6,8,2,5,2,4,4,6,6,2,10,8,9,8,8,9,8,3,3
D200Y5,1068,19/07/2023,QUA,2,2,2,2,2,2,2,2,2,2,2,2,2,5,8,2,7,8,10,2,4,3,5,2,8,3,4,7,5,4,3,10,10,4,3,10,8,6,9,9,7,4,8,8,7,9,8,3,2,5,7,10,5,4,4,9,10,2,10,10,9,7,8,3,6,3,6,6,7,3,7,4,5,5,9,5,10,9,7,6,5,8,7,8,9,7,4,5,4,10,10,3,9,2,6,8
D201Y5,968,20/07/2023,QUI,5,4,2,2,2,2,2,2,2,2,2,2,2,3,9,9,9,10,2,5,8,3,6,9,3,4,7,9,10,9,3,4,6,5,7,10,9,9,9,2,7,3,2,8,5,2,7,7,6,7,3,7,5,4,8,2,9,3,2,6,2,6,9,5,5,6,6,4,4,6,4,9,6,6,10,6,7,10,6,10,2,9,6,3,5,8,9,2,9,5,9,3,8,9,10,7
D202Y5,546,21/07/2023,SEX,5,2,5,2,2,2,2,2,2,2,2,2,2,3,8,10,10,10,8,10,7,2,4,9,5,10,8,6,2,7,5,2,4,6,2,9,5,8,9,2,4,7,10,10,7,9,8,5,3,6,7,8,7,3,5,3,9,2,3,2,6,5,10,5,8,3,3,3,2,10,9,2,10,3,6,8,7,4,10,3,2,7,7,3,9,4,3,2,8,6,8,4,6,3,6,3
D203Y5,500,22/07/2023,SÁB,2,4,3,2,2,2,2,2,2,2,2,2,2,8,3,2,8,9,3,2,8,4,2,7,5,2,8,8,8,7,4,6,5,4,10,10,2,6,7,9,7,10,7,10,3,7,9,4,2,2,5,4,10,3,2,10,10,4,4,8,2,3,8,3,4,8,8,2,10,9,3,3,5,5,6,2,7,9,4,4,10,4,5,3,10,3,5,2,3,8,3,3,5,4,2,8
D204Y5,791,23/07/2023,DOM,3,3,2,2,2,2,2,2,2,2,2,2,2,8,9,7,4,3,3,5,3,7,4,7,2,8,2,7,6,7,5,10,9,9,9,2,3,2,7,5,7,9,4,6,5,10,9,2,10,7,4,2,4,3,9,2,6,8,8,10,6,3,4,8,9,9,2,2,7,8,3,10,9,5,3,2,2,6,4,6,6,8,2,7,4,5,8,4,10,9,6,5,5,7,9,8
D205Y5,858,24/07/2023,SEG,5,4,4,2,2,2,2,2,2,2,2,2,2,3,3,2,8,8,9,2,5,9,4,4,10,4,2,4,8,4,9,10,5,2,3,5,4,7,3,9,5,9,2,5,5,6,9,6,9,3,5,7,3,2,9,5,3,10,7,2,6,7,8,6,3,9,7,2,7,3,8,2,5,6,4,4,6,8,5,8,4,9,3,9,6,9,9,9,9,7,3,5,2,8,2,8
D206Y5,612,25/07/2023,TER,3,5,4,2,2,2,2,2,2,2,2,2,2,4,4,6,5,9,9,7,8,9,10,8,6,9,10,8,5,6,4,3,6,2,10,2,6,6,8,5,10,10,8,3,10,8,10,9,7,6,3,9,4,10,7,5,9,3,10,9,7,7,10,2,9,2,5,3,8,4,8,2,5,4,9,2,2,3,10,6,7,8,5,8,5,8,9,10,3,7,7,3,3,5,4,7
D207Y5,740,26/07/2023,QUA,3,5,3,2,2,2,2,2,2,2,2,2,2,4,10,10,4,6,9,5,8,3,10,5,8,9,4,5,8,4,6,10,3,7,5,7,10,5,7,4,10,2,7,2,3,10,7,8,10,2,2,10,5,6,6,4,9,4,5,2,5,3,2,4,2,2,8,6,10,2,9,9,4,8,3,3,9,6,7,8,5,8,6,3,10,3,8,8,4,2,8,4,6,7,7,9
D208Y5,1097,27/07/2023,QUI,3,4,3,2,2,2,2,2,2,2,2,2,2,6,5,5,3,10,8,7,7,10,5,10,8,4,5,3,2,8,4,10,6,5,2,8,4,7,4,8,9,8,10,4,3,7,7,4,7,6,2,10,7,2,2,9,6,4,2,2,10,2,9,2,5,2,10,7,8,6,3,10,7,8,2,5,8,8,7,6,7,7,5,3,3,6,6,10,5,10,6,7,6,10,3,2
D209Y5,992,28/07/2023,SEX,2,4,4,2,2,2,2,2,2,2,2,2,2,7,6,2,9,9,6,3,10,9,8,9,5,7,3,8,3,9,10,8,2,3,2,7,10,8,5,4,9,3,9,10,9,9,2,2,10,10,2,4,5,9,2,6,8,7,2,7,7,4,10,10,2,3,9,7,5,7,8,8,6,2,5,3,7,7,10,10,3,8,10,9,3,9,10,10,9,5,5,3,4,6,7,7
D210Y5,796,29/07/2023,SÁB,5,3,4,2,2,2,2,2,2,2,2,2,2,2,6,4,6,3,3,10,4,6,10,8,9,6,7,7,4,5,8,8,9,5,8,9,2,10,3,10,7,4,2,9,10,6,10,2,8,6,6,2,2,6,10,8,3,7,9,6,8,9,7,2,6,5,8,7,7,5,2,3,6,3,5,6,6,3,4,2,8,4,3,9,8,7,4,4,6,8,6,9,5,4,7,3
D211Y5,1070,30/07/2023,DOM,2,5,2,2,2,2,2,2,2,2,2,2,2,2,10,3,8,10,3,6,7,3,8,4,9,10,2,9,9,6,10,7,4,9,10,5,4,7,2,3,2,4,10,7,10,3,6,10,4,8,4,4,7,6,8,4,4,4,10,4,9,5,4,7,8,7,5,10,8,8,4,10,5,10,3,6,2,2,3,3,3,6,10,7,5,9,5,3,10,8,8,2,6,6,7,7
D212Y5,558,31/07/2023,SEG,4,4,2,2,2,2,2,2,2,2,2,2,2,5,8,8,7,8,6,2,7,2,3,7,3,8,5,5,8,4,2,6,9,8,6,4,7,10,4,10,2,5,3,8,2,4,2,2,10,6,4,4,2,3,2,10,4,4,6,4,10,10,9,4,3,5,10,2,6,10,8,4,7,4,10,4,6,4,5,2,5,9,5,10,5,3,5,8,4,8,6,6,7,3,5,2
D213Y5,688,01/08/2023,TER,2,3,5,2,2,2,2,2,2,2,2,2,2,5,5,5,2,6,4,8,8,2,5,9,7,10,9,3,2,4,3,10,10,9,7,3,10,10,9,9,6,5,9,2,9,9,9,7,9,7,5,9,2,6,4,5,10,7,6,8,9,6,4,8,8,7,2,2,9,3,8,9,9,9,8,8,8,4,5,3,10,8,5,2,7,7,5,9,2,4,3,3,2,6,8,6
